id,rfx_line_item_id,vendor_id,is_quoted,raw_price_string,raw_numeric_value,raw_unit,raw_currency,canonical_unit,unit_conversion_factor,normalized_base_price_inr,freight_surcharge_pct,amortized_tooling_inr,payment_term_penalty_inr,true_landed_unit_cost,signal_confidence,spec_confidence,sanity_confidence,composite_certainty,financial_exposure,review_status,source_page_number,source_bounding_box,source_snippet_text,human_override_reason,reviewed_at
QUOTE-VEND-03-PKG-016,PKG-016,VEND-03,1,₹19.00 / box,19.0000,per box,INR,per_box,1.000000,19.000000,0.0000,0.000000,0.000000,19.000000,0.900,1.000,1.000,0.965,MEDIUM,AUTO_VERIFIED,1,,Line 16: 300x250x200mm 3-ply @ INR 19.00/box,,
QUOTE-VEND-04-PKG-016,PKG-016,VEND-04,1,$0.2286 / box,0.2286,per box,USD,per_box,1.000000,19.202400,0.0000,0.000000,0.000000,19.202400,0.950,1.000,1.000,0.982,MEDIUM,AUTO_VERIFIED,2,"{""page"":2,""x"":110,""y"":320,""w"":320,""h"":32}",PKG-016: Square Box 300x250x200 - $0.2286 / unit,,
QUOTE-VEND-05-PKG-016,PKG-016,VEND-05,1,₹39.00 / kg,39.0000,per kg,INR,per_box,0.480000,18.720000,0.0400,0.000000,0.000000,19.468800,0.650,0.650,1.000,0.772,MEDIUM,AUTO_VERIFIED,1,,"Email clause: ""All 3-ply universal cartons @ Rs 39/kg base"" (+4% freight extra)",,
QUOTE-VEND-01-PKG-017,PKG-017,VEND-01,1,₹15.40 / box,15.4000,per box,INR,per_box,1.000000,15.400000,0.0000,0.017147,0.000000,15.417147,1.000,1.000,1.000,1.000,LOW,AUTO_VERIFIED,1,,"Tab ""Line Item Rates"", Cell C18: ₹15.40",,
QUOTE-VEND-02-PKG-017,PKG-017,VEND-02,1,"₹1,580 / 100 pcs",1580.0000,per 100 pcs,INR,per_box,0.010000,15.800000,0.0000,0.000000,0.000000,15.800000,0.800,0.850,1.000,0.885,LOW,AUTO_VERIFIED,2,"{""page"":2,""x"":140,""y"":420,""w"":280,""h"":45}","Item 17: 260x180x130 3-ply ... Rs. 1,580 per 100 pcs",,
QUOTE-VEND-03-PKG-017,PKG-017,VEND-03,1,₹15.00 / box,15.0000,per box,INR,per_box,1.000000,15.000000,0.0000,0.000000,0.000000,15.000000,0.900,1.000,1.000,0.965,LOW,AUTO_VERIFIED,1,,Line 17: 260x180x130mm 3-ply @ INR 15.00/box,,
QUOTE-VEND-04-PKG-017,PKG-017,VEND-04,1,$0.1810 / box,0.1810,per box,USD,per_box,1.000000,15.204000,0.0000,0.000000,0.000000,15.204000,0.950,1.000,1.000,0.982,LOW,AUTO_VERIFIED,2,"{""page"":2,""x"":110,""y"":360,""w"":320,""h"":32}",PKG-017: Compact Box 260x180x130 - $0.1810 / unit,,
QUOTE-VEND-05-PKG-017,PKG-017,VEND-05,1,₹39.00 / kg,39.0000,per kg,INR,per_box,0.350000,13.650000,0.0400,0.000000,0.000000,14.196000,0.650,0.650,1.000,0.772,LOW,AUTO_VERIFIED,1,,"Email clause: ""All 3-ply universal cartons @ Rs 39/kg base"" (+4% freight extra)",,
QUOTE-VEND-01-PKG-018,PKG-018,VEND-01,1,₹18.20 / box,18.2000,per box,INR,per_box,1.000000,18.200000,0.0000,0.017147,0.000000,18.217147,1.000,1.000,1.000,1.000,LOW,AUTO_VERIFIED,1,,"Tab ""Line Item Rates"", Cell C19: ₹18.20",,
QUOTE-VEND-02-PKG-018,PKG-018,VEND-02,1,"₹1,880 / 100 pcs",1880.0000,per 100 pcs,INR,per_box,0.010000,18.800000,0.0000,0.000000,0.000000,18.800000,0.800,0.850,1.000,0.885,LOW,AUTO_VERIFIED,2,"{""page"":2,""x"":140,""y"":470,""w"":280,""h"":45}","Item 18: 310x210x160 3-ply ... Rs. 1,880 per 100 pcs",,
QUOTE-VEND-03-PKG-018,PKG-018,VEND-03,1,₹17.90 / box,17.9000,per box,INR,per_box,1.000000,17.900000,0.0000,0.000000,0.000000,17.900000,0.900,1.000,1.000,0.965,LOW,AUTO_VERIFIED,1,,Line 18: 310x210x160mm 3-ply @ INR 17.90/box,,
QUOTE-VEND-04-PKG-018,PKG-018,VEND-04,1,$0.2167 / box,0.2167,per box,USD,per_box,1.000000,18.202800,0.0000,0.000000,0.000000,18.202800,0.950,1.000,1.000,0.982,LOW,AUTO_VERIFIED,2,"{""page"":2,""x"":110,""y"":400,""w"":320,""h"":32}",PKG-018: Retail Shipper 310x210x160 - $0.2167 / unit,,
QUOTE-VEND-05-PKG-018,PKG-018,VEND-05,1,₹39.00 / kg,39.0000,per kg,INR,per_box,0.420000,16.380000,0.0400,0.000000,0.000000,17.035200,0.650,0.650,1.000,0.772,LOW,AUTO_VERIFIED,1,,"Email clause: ""All 3-ply universal cartons @ Rs 39/kg base"" (+4% freight extra)",,
QUOTE-VEND-01-PKG-019,PKG-019,VEND-01,1,₹20.20 / box,20.2000,per box,INR,per_box,1.000000,20.200000,0.0000,0.017147,0.000000,20.217147,1.000,1.000,1.000,1.000,LOW,AUTO_VERIFIED,1,,"Tab ""Line Item Rates"", Cell C20: ₹20.20",,
QUOTE-VEND-02-PKG-019,PKG-019,VEND-02,1,"₹2,080 / 100 pcs",2080.0000,per 100 pcs,INR,per_box,0.010000,20.800000,0.0000,0.000000,0.000000,20.800000,0.800,0.850,1.000,0.885,LOW,AUTO_VERIFIED,2,"{""page"":2,""x"":140,""y"":520,""w"":280,""h"":45}","Item 19: 330x230x170 3-ply ... Rs. 2,080 per 100 pcs",,
QUOTE-VEND-03-PKG-019,PKG-019,VEND-03,1,₹19.80 / box,19.8000,per box,INR,per_box,1.000000,19.800000,0.0000,0.000000,0.000000,19.800000,0.900,1.000,1.000,0.965,LOW,AUTO_VERIFIED,1,,Line 19: 330x230x170mm 3-ply @ INR 19.80/box,,
QUOTE-VEND-04-PKG-019,PKG-019,VEND-04,1,$0.2405 / box,0.2405,per box,USD,per_box,1.000000,20.202000,0.0000,0.000000,0.000000,20.202000,0.950,1.000,1.000,0.982,LOW,AUTO_VERIFIED,2,"{""page"":2,""x"":110,""y"":440,""w"":320,""h"":32}",PKG-019: Parcel Carton 330x230x170 - $0.2405 / unit,,
QUOTE-VEND-05-PKG-019,PKG-019,VEND-05,1,₹39.00 / kg,39.0000,per kg,INR,per_box,0.470000,18.330000,0.0400,0.000000,0.000000,19.063200,0.650,0.650,1.000,0.772,LOW,AUTO_VERIFIED,1,,"Email clause: ""All 3-ply universal cartons @ Rs 39/kg base"" (+4% freight extra)",,
QUOTE-VEND-01-PKG-020,PKG-020,VEND-01,1,₹18.80 / box,18.8000,per box,INR,per_box,1.000000,18.800000,0.0000,0.017147,0.000000,18.817147,1.000,1.000,1.000,1.000,LOW,AUTO_VERIFIED,1,,"Tab ""Line Item Rates"", Cell C21: ₹18.80",,
QUOTE-VEND-02-PKG-020,PKG-020,VEND-02,1,"₹1,940 / 100 pcs",1940.0000,per 100 pcs,INR,per_box,0.010000,19.400000,0.0000,0.000000,0.000000,19.400000,0.800,0.850,1.000,0.885,LOW,AUTO_VERIFIED,2,"{""page"":2,""x"":140,""y"":570,""w"":280,""h"":45}","Item 20: 350x250x150 3-ply ... Rs. 1,940 per 100 pcs",,
QUOTE-VEND-03-PKG-020,PKG-020,VEND-03,1,₹18.50 / box,18.5000,per box,INR,per_box,1.000000,18.500000,0.0000,0.000000,0.000000,18.500000,0.900,1.000,1.000,0.965,LOW,AUTO_VERIFIED,1,,Line 20: 350x250x150mm 3-ply @ INR 18.50/box,,
QUOTE-VEND-04-PKG-020,PKG-020,VEND-04,1,$0.2226 / box,0.2226,per box,USD,per_box,1.000000,18.698400,0.0000,0.000000,0.000000,18.698400,0.950,1.000,1.000,0.982,LOW,AUTO_VERIFIED,2,"{""page"":2,""x"":110,""y"":480,""w"":320,""h"":32}",PKG-020: Shallow Box 350x250x150 - $0.2226 / unit,,
QUOTE-VEND-05-PKG-020,PKG-020,VEND-05,1,₹39.00 / kg,39.0000,per kg,INR,per_box,0.450000,17.550000,0.0400,0.000000,0.000000,18.252000,0.650,0.650,1.000,0.772,LOW,AUTO_VERIFIED,1,,"Email clause: ""All 3-ply universal cartons @ Rs 39/kg base"" (+4% freight extra)",,
QUOTE-VEND-01-PKG-021,PKG-021,VEND-01,1,₹15.80 / box,15.8000,per box,INR,per_box,1.000000,15.800000,0.0000,0.017147,0.000000,15.817147,1.000,1.000,1.000,1.000,LOW,AUTO_VERIFIED,1,,"Tab ""Line Item Rates"", Cell C22: ₹15.80",,
QUOTE-VEND-02-PKG-021,PKG-021,VEND-02,1,"₹1,620 / 100 pcs",1620.0000,per 100 pcs,INR,per_box,0.010000,16.200000,0.0000,0.000000,0.000000,16.200000,0.800,0.850,1.000,0.885,LOW,AUTO_VERIFIED,2,"{""page"":2,""x"":140,""y"":620,""w"":280,""h"":45}","Item 21: 300x200x80 Mailer ... Rs. 1,620 per 100 pcs",,
QUOTE-VEND-03-PKG-021,PKG-021,VEND-03,0,NOT QUOTED,,,INR,per_box,1.000000,,0.0000,0.000000,0.000000,,0.000,0.000,0.000,0.000,LOW,EXCLUDED,1,,NOT QUOTED,,
QUOTE-VEND-04-PKG-021,PKG-021,VEND-04,1,$0.1881 / box,0.1881,per box,USD,per_box,1.000000,15.800400,0.0000,0.000000,0.000000,15.800400,0.950,1.000,1.000,0.982,LOW,AUTO_VERIFIED,2,"{""page"":2,""x"":110,""y"":520,""w"":320,""h"":32}",PKG-021: Mailer L 300x200x80 - $0.1881 / unit,,
QUOTE-VEND-05-PKG-021,PKG-021,VEND-05,1,₹56.00 / kg,56.0000,per kg,INR,per_box,0.240000,13.440000,0.0400,0.000000,0.000000,13.977600,0.650,0.650,1.000,0.772,LOW,AUTO_VERIFIED,1,,"Email clause: ""Die-cut mailers @ Rs 56/kg base"" (+4% freight extra)",,
QUOTE-VEND-01-PKG-022,PKG-022,VEND-01,1,₹14.30 / box,14.3000,per box,INR,per_box,1.000000,14.300000,0.0000,0.017147,0.000000,14.317147,1.000,1.000,1.000,1.000,LOW,AUTO_VERIFIED,1,,"Tab ""Line Item Rates"", Cell C23: ₹14.30",,
QUOTE-VEND-02-PKG-022,PKG-022,VEND-02,1,"₹1,480 / 100 pcs",1480.0000,per 100 pcs,INR,per_box,0.010000,14.800000,0.0000,0.000000,0.000000,14.800000,0.800,0.850,1.000,0.885,LOW,AUTO_VERIFIED,2,"{""page"":2,""x"":140,""y"":670,""w"":280,""h"":45}","Item 22: 280x180x70 Mailer ... Rs. 1,480 per 100 pcs",,
QUOTE-VEND-03-PKG-022,PKG-022,VEND-03,0,NOT QUOTED,,,INR,per_box,1.000000,,0.0000,0.000000,0.000000,,0.000,0.000,0.000,0.000,LOW,EXCLUDED,1,,NOT QUOTED,,
QUOTE-VEND-04-PKG-022,PKG-022,VEND-04,1,$0.1702 / box,0.1702,per box,USD,per_box,1.000000,14.296800,0.0000,0.000000,0.000000,14.296800,0.950,1.000,1.000,0.982,LOW,AUTO_VERIFIED,2,"{""page"":2,""x"":110,""y"":560,""w"":320,""h"":32}",PKG-022: Mailer M 280x180x70 - $0.1702 / unit,,
QUOTE-VEND-05-PKG-022,PKG-022,VEND-05,1,₹56.00 / kg,56.0000,per kg,INR,per_box,0.220000,12.320000,0.0400,0.000000,0.000000,12.812800,0.650,0.650,1.000,0.772,LOW,AUTO_VERIFIED,1,,"Email clause: ""Die-cut mailers @ Rs 56/kg base"" (+4% freight extra)",,
QUOTE-VEND-01-PKG-023,PKG-023,VEND-01,1,₹12.80 / box,12.8000,per box,INR,per_box,1.000000,12.800000,0.0000,0.017147,0.000000,12.817147,1.000,1.000,1.000,1.000,LOW,AUTO_VERIFIED,1,,"Tab ""Line Item Rates"", Cell C24: ₹12.80",,
QUOTE-VEND-02-PKG-023,PKG-023,VEND-02,1,"₹1,320 / 100 pcs",1320.0000,per 100 pcs,INR,per_box,0.010000,13.200000,0.0000,0.000000,0.000000,13.200000,0.800,0.850,1.000,0.885,LOW,AUTO_VERIFIED,2,"{""page"":2,""x"":140,""y"":720,""w"":280,""h"":45}","Item 23: 250x160x60 Mailer ... Rs. 1,320 per 100 pcs",,
QUOTE-VEND-03-PKG-023,PKG-023,VEND-03,0,NOT QUOTED,,,INR,per_box,1.000000,,0.0000,0.000000,0.000000,,0.000,0.000,0.000,0.000,LOW,EXCLUDED,1,,NOT QUOTED,,
QUOTE-VEND-04-PKG-023,PKG-023,VEND-04,1,$0.1524 / box,0.1524,per box,USD,per_box,1.000000,12.801600,0.0000,0.000000,0.000000,12.801600,0.950,1.000,1.000,0.982,LOW,AUTO_VERIFIED,2,"{""page"":2,""x"":110,""y"":600,""w"":320,""h"":32}",PKG-023: E-Comm Box 250x160x60 - $0.1524 / unit,,
QUOTE-VEND-05-PKG-023,PKG-023,VEND-05,1,₹56.00 / kg,56.0000,per kg,INR,per_box,0.190000,10.640000,0.0400,0.000000,0.000000,11.065600,0.650,0.650,0.600,0.633,LOW,AUTO_VERIFIED,1,,"Email clause: ""Die-cut mailers @ Rs 56/kg base"" (+4% freight extra)",,
QUOTE-VEND-01-PKG-024,PKG-024,VEND-01,1,₹12.30 / box,12.3000,per box,INR,per_box,1.000000,12.300000,0.0000,0.017147,0.000000,12.317147,1.000,1.000,1.000,1.000,LOW,AUTO_VERIFIED,1,,"Tab ""Line Item Rates"", Cell C25: ₹12.30",,
QUOTE-VEND-02-PKG-024,PKG-024,VEND-02,1,"₹1,270 / 100 pcs",1270.0000,per 100 pcs,INR,per_box,0.010000,12.700000,0.0000,0.000000,0.000000,12.700000,0.800,0.850,1.000,0.885,LOW,AUTO_VERIFIED,2,"{""page"":2,""x"":140,""y"":770,""w"":280,""h"":45}","Item 24: 240x150x55 Mailer ... Rs. 1,270 per 100 pcs",,
QUOTE-VEND-03-PKG-024,PKG-024,VEND-03,0,NOT QUOTED,,,INR,per_box,1.000000,,0.0000,0.000000,0.000000,,0.000,0.000,0.000,0.000,LOW,EXCLUDED,1,,NOT QUOTED,,
QUOTE-VEND-04-PKG-024,PKG-024,VEND-04,1,$0.1464 / box,0.1464,per box,USD,per_box,1.000000,12.297600,0.0000,0.000000,0.000000,12.297600,0.950,1.000,1.000,0.982,LOW,AUTO_VERIFIED,3,"{""page"":3,""x"":110,""y"":120,""w"":320,""h"":32}",PKG-024: Pres Mailer 240x150x55 - $0.1464 / unit,,
QUOTE-VEND-05-PKG-024,PKG-024,VEND-05,1,₹56.00 / kg,56.0000,per kg,INR,per_box,0.180000,10.080000,0.0400,0.000000,0.000000,10.483200,0.650,0.650,0.600,0.633,LOW,AUTO_VERIFIED,1,,"Email clause: ""Die-cut mailers @ Rs 56/kg base"" (+4% freight extra)",,
QUOTE-VEND-01-PKG-025,PKG-025,VEND-01,1,₹11.40 / box,11.4000,per box,INR,per_box,1.000000,11.400000,0.0000,0.017147,0.000000,11.417147,1.000,1.000,1.000,1.000,LOW,AUTO_VERIFIED,1,,"Tab ""Line Item Rates"", Cell C26: ₹11.40",,
QUOTE-VEND-02-PKG-025,PKG-025,VEND-02,1,"₹1,170 / 100 pcs",1170.0000,per 100 pcs,INR,per_box,0.010000,11.700000,0.0000,0.000000,0.000000,11.700000,0.800,0.850,1.000,0.885,LOW,AUTO_VERIFIED,2,"{""page"":2,""x"":140,""y"":820,""w"":280,""h"":45}","Item 25: 220x140x50 Mailer ... Rs. 1,170 per 100 pcs",,
QUOTE-VEND-03-PKG-025,PKG-025,VEND-03,0,NOT QUOTED,,,INR,per_box,1.000000,,0.0000,0.000000,0.000000,,0.000,0.000,0.000,0.000,LOW,EXCLUDED,1,,NOT QUOTED,,
QUOTE-VEND-04-PKG-025,PKG-025,VEND-04,1,$0.1345 / box,0.1345,per box,USD,per_box,1.000000,11.298000,0.0000,0.000000,0.000000,11.298000,0.950,1.000,1.000,0.982,LOW,AUTO_VERIFIED,3,"{""page"":3,""x"":110,""y"":160,""w"":320,""h"":32}",PKG-025: Courier Mailer 220x140x50 - $0.1345 / unit,,
QUOTE-VEND-05-PKG-025,PKG-025,VEND-05,1,₹56.00 / kg,56.0000,per kg,INR,per_box,0.160000,8.960000,0.0400,0.000000,0.000000,9.318400,0.650,0.650,0.600,0.633,LOW,AUTO_VERIFIED,1,,"Email clause: ""Die-cut mailers @ Rs 56/kg base"" (+4% freight extra)",,
QUOTE-VEND-01-PKG-026,PKG-026,VEND-01,1,₹10.30 / box,10.3000,per box,INR,per_box,1.000000,10.300000,0.0000,0.017147,0.000000,10.317147,1.000,1.000,1.000,1.000,LOW,AUTO_VERIFIED,1,,"Tab ""Line Item Rates"", Cell C27: ₹10.30",,
QUOTE-VEND-02-PKG-026,PKG-026,VEND-02,1,"₹1,070 / 100 pcs",1070.0000,per 100 pcs,INR,per_box,0.010000,10.700000,0.0000,0.000000,0.000000,10.700000,0.800,0.850,1.000,0.885,LOW,AUTO_VERIFIED,2,"{""page"":2,""x"":140,""y"":870,""w"":280,""h"":45}","Item 26: 200x150x50 Mailer ... Rs. 1,070 per 100 pcs",,
QUOTE-VEND-03-PKG-026,PKG-026,VEND-03,0,NOT QUOTED,,,INR,per_box,1.000000,,0.0000,0.000000,0.000000,,0.000,0.000,0.000,0.000,LOW,EXCLUDED,1,,NOT QUOTED,,
QUOTE-VEND-04-PKG-026,PKG-026,VEND-04,1,$0.1226 / box,0.1226,per box,USD,per_box,1.000000,10.298400,0.0000,0.000000,0.000000,10.298400,0.950,1.000,1.000,0.982,LOW,AUTO_VERIFIED,3,"{""page"":3,""x"":110,""y"":200,""w"":320,""h"":32}",PKG-026: Mini Postal Box 200x150x50 - $0.1226 / unit,,
QUOTE-VEND-05-PKG-026,PKG-026,VEND-05,1,₹56.00 / kg,56.0000,per kg,INR,per_box,0.150000,8.400000,0.0400,0.000000,0.000000,8.736000,0.650,0.650,0.600,0.633,LOW,AUTO_VERIFIED,1,,"Email clause: ""Die-cut mailers @ Rs 56/kg base"" (+4% freight extra)",,
QUOTE-VEND-01-PKG-027,PKG-027,VEND-01,1,₹13.40 / box,13.4000,per box,INR,per_box,1.000000,13.400000,0.0000,0.017147,0.000000,13.417147,1.000,1.000,1.000,1.000,LOW,AUTO_VERIFIED,1,,"Tab ""Line Item Rates"", Cell C28: ₹13.40",,
QUOTE-VEND-02-PKG-027,PKG-027,VEND-02,1,"₹1,380 / 100 pcs",1380.0000,per 100 pcs,INR,per_box,0.010000,13.800000,0.0000,0.000000,0.000000,13.800000,0.800,0.850,1.000,0.885,LOW,AUTO_VERIFIED,2,"{""page"":2,""x"":140,""y"":920,""w"":280,""h"":45}","Item 27: 260x170x65 Mailer ... Rs. 1,380 per 100 pcs",,
QUOTE-VEND-03-PKG-027,PKG-027,VEND-03,0,NOT QUOTED,,,INR,per_box,1.000000,,0.0000,0.000000,0.000000,,0.000,0.000,0.000,0.000,LOW,EXCLUDED,1,,NOT QUOTED,,
QUOTE-VEND-04-PKG-027,PKG-027,VEND-04,1,$0.1583 / box,0.1583,per box,USD,per_box,1.000000,13.297200,0.0000,0.000000,0.000000,13.297200,0.950,1.000,1.000,0.982,LOW,AUTO_VERIFIED,3,"{""page"":3,""x"":110,""y"":240,""w"":320,""h"":32}",PKG-027: Literature Mailer 260x170x65 - $0.1583 / unit,,
QUOTE-VEND-05-PKG-027,PKG-027,VEND-05,1,₹56.00 / kg,56.0000,per kg,INR,per_box,0.200000,11.200000,0.0400,0.000000,0.000000,11.648000,0.650,0.650,0.600,0.633,LOW,AUTO_VERIFIED,1,,"Email clause: ""Die-cut mailers @ Rs 56/kg base"" (+4% freight extra)",,
QUOTE-VEND-01-PKG-028,PKG-028,VEND-01,1,₹14.80 / box,14.8000,per box,INR,per_box,1.000000,14.800000,0.0000,0.017147,0.000000,14.817147,1.000,1.000,1.000,1.000,LOW,AUTO_VERIFIED,1,,"Tab ""Line Item Rates"", Cell C29: ₹14.80",,
QUOTE-VEND-02-PKG-028,PKG-028,VEND-02,1,"₹1,520 / 100 pcs",1520.0000,per 100 pcs,INR,per_box,0.010000,15.200000,0.0000,0.000000,0.000000,15.200000,0.800,0.850,1.000,0.885,LOW,AUTO_VERIFIED,3,"{""page"":3,""x"":140,""y"":110,""w"":280,""h"":45}","Item 28: Edge Protectors ... Rs. 1,520 per 100 pcs",,
QUOTE-VEND-03-PKG-028,PKG-028,VEND-03,1,₹14.50 / box,14.5000,per box,INR,per_box,1.000000,14.500000,0.0000,0.000000,0.000000,14.500000,0.900,1.000,1.000,0.965,LOW,AUTO_VERIFIED,1,,Line 28: Edge Protectors @ INR 14.50/pc,,
QUOTE-VEND-04-PKG-028,PKG-028,VEND-04,1,$0.1762 / box,0.1762,per box,USD,per_box,1.000000,14.800800,0.0000,0.000000,0.000000,14.800800,0.950,1.000,1.000,0.982,LOW,AUTO_VERIFIED,3,"{""page"":3,""x"":110,""y"":280,""w"":320,""h"":32}",PKG-028: Edge Protectors - $0.1762 / unit,,
QUOTE-VEND-05-PKG-028,PKG-028,VEND-05,1,₹14.50 / box,14.5000,per box,INR,per_box,1.000000,14.500000,0.0400,0.000000,0.000000,15.080000,0.650,1.000,1.000,0.877,LOW,AUTO_VERIFIED,1,,"Email clause: ""Heavy-Duty L-Edge Protectors (50x50x1000mm) @ Rs 14.5/pc"" (+4% freight extra)",,
QUOTE-VEND-01-PKG-029,PKG-029,VEND-01,1,₹84.00 / box,84.0000,per box,INR,per_box,1.000000,84.000000,0.0000,0.017147,0.000000,84.017147,1.000,1.000,1.000,1.000,LOW,AUTO_VERIFIED,1,,"Tab ""Line Item Rates"", Cell C30: ₹84.00",,
QUOTE-VEND-02-PKG-029,PKG-029,VEND-02,1,"₹8,600 / 100 pcs",8600.0000,per 100 pcs,INR,per_box,0.010000,86.000000,0.0000,0.000000,0.000000,86.000000,0.800,0.850,1.000,0.885,LOW,AUTO_VERIFIED,3,"{""page"":3,""x"":140,""y"":160,""w"":280,""h"":45}","Item 29: Honeycomb Buffer ... Rs. 8,600 per 100 pcs",,
QUOTE-VEND-03-PKG-029,PKG-029,VEND-03,1,₹83.00 / box,83.0000,per box,INR,per_box,1.000000,83.000000,0.0000,0.000000,0.000000,83.000000,0.900,1.000,1.000,0.965,LOW,AUTO_VERIFIED,1,,Line 29: Honeycomb Buffer @ INR 83.00/pc,,
QUOTE-VEND-04-PKG-029,PKG-029,VEND-04,1,$1.0000 / box,1.0000,per box,USD,per_box,1.000000,84.000000,0.0000,0.000000,0.000000,84.000000,0.950,1.000,1.000,0.982,LOW,AUTO_VERIFIED,3,"{""page"":3,""x"":110,""y"":320,""w"":320,""h"":32}",PKG-029: Honeycomb Buffer - $1.0000 / unit,,
QUOTE-VEND-05-PKG-029,PKG-029,VEND-05,1,₹82.00 / box,82.0000,per box,INR,per_box,1.000000,82.000000,0.0400,0.000000,0.000000,85.280000,0.650,1.000,1.000,0.877,LOW,AUTO_VERIFIED,1,,"Email clause: ""Corrugated Honeycomb Buffer Sheets (1200x1000mm) @ Rs 82/pc"" (+4% freight extra)",,
QUOTE-VEND-01-PKG-030,PKG-030,VEND-01,1,₹41.00 / box,41.0000,per box,INR,per_box,1.000000,41.000000,0.0000,0.017147,0.000000,41.017147,1.000,1.000,1.000,1.000,LOW,AUTO_VERIFIED,1,,"Tab ""Line Item Rates"", Cell C31: ₹41.00",,
QUOTE-VEND-02-PKG-030,PKG-030,VEND-02,1,"₹4,200 / 100 pcs",4200.0000,per 100 pcs,INR,per_box,0.010000,42.000000,0.0000,0.000000,0.000000,42.000000,0.800,0.850,1.000,0.885,LOW,AUTO_VERIFIED,3,"{""page"":3,""x"":140,""y"":210,""w"":280,""h"":45}","Item 30: Reinforced Tape ... Rs. 4,200 per 100 pcs",,
QUOTE-VEND-03-PKG-030,PKG-030,VEND-03,1,₹40.50 / box,40.5000,per box,INR,per_box,1.000000,40.500000,0.0000,0.000000,0.000000,40.500000,0.900,1.000,1.000,0.965,LOW,AUTO_VERIFIED,1,,Line 30: Kraft Tape @ INR 40.50/roll,,
QUOTE-VEND-04-PKG-030,PKG-030,VEND-04,1,$0.4881 / box,0.4881,per box,USD,per_box,1.000000,41.000400,0.0000,0.000000,0.000000,41.000400,0.950,1.000,1.000,0.982,LOW,AUTO_VERIFIED,3,"{""page"":3,""x"":110,""y"":360,""w"":320,""h"":32}",PKG-030: Reinforced Tape - $0.4881 / unit,,
QUOTE-VEND-05-PKG-030,PKG-030,VEND-05,1,₹39.50 / box,39.5000,per box,INR,per_box,1.000000,39.500000,0.0400,0.000000,0.000000,41.080000,0.650,1.000,1.000,0.877,LOW,AUTO_VERIFIED,1,,"Email clause: ""Self-Adhesive Reinforced Kraft Tape (72mm x 50m) @ Rs 39.5/pc"" (+4% freight extra)",,
